FoodCategory,FoodItem,per100grams,Cals_per100grams,KJ_per100grams,Image
Oils&Fats,Rice Bran Oil,100ml,889 cal,3734 kJ,https://images.albertsons-media.com/is/image/ABS/127051610
Oils&Fats,Safflower Oil,100ml,857 cal,3599 kJ,https://images.albertsons-media.com/is/image/ABS/960198091
Oils&Fats,Sardine Oil,100ml,902 cal,3788 kJ,https://images.albertsons-media.com/is/image/ABS/970116175
Oils&Fats,Sesame Oil,100ml,884 cal,3713 kJ,https://images.albertsons-media.com/is/image/ABS/960075801
Oils&Fats,Soybean Oil,100ml,889 cal,3734 kJ,https://images.albertsons-media.com/is/image/ABS/960298594
Oils&Fats,Sunflower Oil,100ml,884 cal,3713 kJ,https://images.albertsons-media.com/is/image/ABS/960096203
Oils&Fats,Walnut Oil,100ml,889 cal,3734 kJ,https://images.albertsons-media.com/is/image/ABS/115100025
VegetableOils,Almond Oil,100ml,882 cal,3704 kJ,https://images.albertsons-media.com/is/image/ABS/970092376
VegetableOils,Apricot Kernel Oil,100ml,889 cal,3734 kJ,https://images.albertsons-media.com/is/image/ABS/127051610
VegetableOils,Argan Oil,100ml,896 cal,3763 kJ,https://images.albertsons-media.com/is/image/ABS/960101146
VegetableOils,Avocado Oil,100ml,857 cal,3599 kJ,https://images.albertsons-media.com/is/image/ABS/960311660
VegetableOils,Babassu Oil,100ml,884 cal,3713 kJ,https://images.albertsons-media.com/is/image/ABS/960433202
VegetableOils,Canola Oil,100ml,884 cal,3713 kJ,https://images.albertsons-media.com/is/image/ABS/115150189
VegetableOils,Coconut Oil,100ml,857 cal,3599 kJ,https://images.albertsons-media.com/is/image/ABS/960129615
VegetableOils,Corn Oil,100ml,800 cal,3360 kJ,https://images.albertsons-media.com/is/image/ABS/960016349
VegetableOils,Cottonseed Oil,100ml,882 cal,3704 kJ,https://images.albertsons-media.com/is/image/ABS/127051610
VegetableOils,Flaxseed Oil,100ml,884 cal,3713 kJ,https://images.albertsons-media.com/is/image/ABS/156200104
VegetableOils,Grape Seed Oil,100ml,884 cal,3713 kJ,https://images.albertsons-media.com/is/image/ABS/960069747
VegetableOils,Hazelnut Oil,100ml,889 cal,3734 kJ,https://images.albertsons-media.com/is/image/ABS/960180960
VegetableOils,Linseed Oil,100ml,837 cal,3515 kJ,https://images.albertsons-media.com/is/image/ABS/156200104
VegetableOils,Menhaden Oil,100ml,911 cal,3826 kJ,https://images.albertsons-media.com/is/image/ABS/127051610
VegetableOils,Mustard Oil,100ml,884 cal,3713 kJ,https://images.albertsons-media.com/is/image/ABS/960288453
VegetableOils,Oat Oil,100ml,884 cal,3713 kJ,https://images.albertsons-media.com/is/image/ABS/970449540
VegetableOils,Olive Oil,100ml,800 cal,3360 kJ,https://images.albertsons-media.com/is/image/ABS/115200092
VegetableOils,Palm Kernel Oil,100ml,882 cal,3704 kJ,https://images.albertsons-media.com/is/image/ABS/127051610
VegetableOils,Palm Oil,100ml,882 cal,3704 kJ,https://images.albertsons-media.com/is/image/ABS/127051610
VegetableOils,Peanut Oil,100ml,857 cal,3599 kJ,https://images.albertsons-media.com/is/image/ABS/115150020
VegetableOils,Poppy Seed Oil,100ml,884 cal,3713 kJ,https://images.albertsons-media.com/is/image/ABS/184850455
VegetableOils,Pumpkin Seed Oil,100ml,880 cal,3696 kJ,
VegetableOils,Rice Bran Oil,100ml,889 cal,3734 kJ,https://images.albertsons-media.com/is/image/ABS/127051610
VegetableOils,Safflower Oil,100ml,857 cal,3599 kJ,https://images.albertsons-media.com/is/image/ABS/960198091
VegetableOils,Salmon Oil,100ml,911 cal,3826 kJ,
VegetableOils,Sesame Oil,100ml,889 cal,3734 kJ,https://images.albertsons-media.com/is/image/ABS/960075801
VegetableOils,Shea Oil,100ml,884 cal,3713 kJ,https://images.albertsons-media.com/is/image/ABS/960317785
VegetableOils,Soy Oil,100ml,882 cal,3704 kJ,https://images.albertsons-media.com/is/image/ABS/960072537
VegetableOils,Sunflower Oil,100ml,884 cal,3713 kJ,https://images.albertsons-media.com/is/image/ABS/960096203
VegetableOils,Tomato Seed Oil,100ml,884 cal,3713 kJ,https://images.albertsons-media.com/is/image/ABS/960096213
VegetableOils,Vegetable Oil,100ml,800 cal,3360 kJ,https://images.albertsons-media.com/is/image/ABS/960298595
VegetableOils,Walnut Oil,100ml,889 cal,3734 kJ,https://images.albertsons-media.com/is/image/ABS/115100025
VegetableOils,Wheat Germ Oil,100ml,929 cal,3902 kJ,
BakingIngredients,Agar-Agar,100g,26 cal,109 kJ,
BakingIngredients,Agave Syrup,100ml,310 cal,1302 kJ,https://images.albertsons-media.com/is/image/ABS/960324080
BakingIngredients,All Purpose Flour,100ml,364 cal,1529 kJ,https://images.albertsons-media.com/is/image/ABS/117100059
BakingIngredients,Almond Extract,100ml,258 cal,1084 kJ,https://images.albertsons-media.com/is/image/ABS/960303530
BakingIngredients,Almonds,100g,529 cal,2222 kJ,https://images.albertsons-media.com/is/image/ABS/960142940
BakingIngredients,Apple Pie Filling,100g,100 cal,420 kJ,https://images.albertsons-media.com/is/image/ABS/970002046
BakingIngredients,Baking Powder,100g,53 cal,223 kJ,https://images.albertsons-media.com/is/image/ABS/960531997
BakingIngredients,Baking Soda,100g,0 cal,0 kJ,https://images.albertsons-media.com/is/image/ABS/113450004
BakingIngredients,Bread Flour,100g,361 cal,1516 kJ,https://images.albertsons-media.com/is/image/ABS/117100132
BakingIngredients,Brittle,100g,592 cal,2486 kJ,https://images.albertsons-media.com/is/image/ABS/970008645
BakingIngredients,Brown Sugar,100g,395 cal,1659 kJ,https://images.albertsons-media.com/is/image/ABS/117250005
BakingIngredients,Buttermilk,100ml,62 cal,260 kJ,https://images.albertsons-media.com/is/image/ABS/960223872
BakingIngredients,Butterscotch Chips,100g,539 cal,2264 kJ,https://images.albertsons-media.com/is/image/ABS/113400023
BakingIngredients,Cake Flour,100g,362 cal,1520 kJ,https://images.albertsons-media.com/is/image/ABS/117150013
BakingIngredients,Candied Orange Peel,100g,97 cal,407 kJ,https://images.albertsons-media.com/is/image/ABS/960436303
BakingIngredients,Cane Sugar,100g,387 cal,1625 kJ,https://images.albertsons-media.com/is/image/ABS/117200038
BakingIngredients,Chocolate Chips,100g,467 cal,1961 kJ,https://images.albertsons-media.com/is/image/ABS/113400029
BakingIngredients,Chocolate Sprinkles,100g,500 cal,2100 kJ,https://images.albertsons-media.com/is/image/ABS/960140755
BakingIngredients,Cocoa Powder,100g,228 cal,958 kJ,https://images.albertsons-media.com/is/image/ABS/113400083
BakingIngredients,Coconut Flakes,100g,456 cal,1915 kJ,https://images.albertsons-media.com/is/image/ABS/960307958
BakingIngredients,Coconut Milk,100ml,50 cal,210 kJ,https://images.albertsons-media.com/is/image/ABS/960091998
BakingIngredients,Corn Flour,100g,361 cal,1516 kJ,https://images.albertsons-media.com/is/image/ABS/127100586
BakingIngredients,Corn Syrup,100ml,281 cal,1180 kJ,https://images.albertsons-media.com/is/image/ABS/960151781
BakingIngredients,Cornmeal,100g,362 cal,1520 kJ,https://images.albertsons-media.com/is/image/ABS/960461480
BakingIngredients,Cornstarch,100g,381 cal,1600 kJ,https://images.albertsons-media.com/is/image/ABS/113450031
BakingIngredients,Couverture,100g,600 cal,2520 kJ,https://images.albertsons-media.com/is/image/ABS/960018045
BakingIngredients,Cream Cheese,100g,54 cal,227 kJ,https://images.albertsons-media.com/is/image/ABS/137100658
BakingIngredients,Cream of Tartar,100g,258 cal,1084 kJ,https://images.albertsons-media.com/is/image/ABS/960053603
BakingIngredients,Crystallized Ginger,100g,335 cal,1407 kJ,https://images.albertsons-media.com/is/image/ABS/214200245
BakingIngredients,Custard Powder,100g,337 cal,1415 kJ,https://images.albertsons-media.com/is/image/ABS/960296089
BakingIngredients,Dark Rum,100ml,216 cal,907 kJ,https://images.albertsons-media.com/is/image/ABS/189031180
BakingIngredients,Dextrose,100g,375 cal,1575 kJ,
BakingIngredients,Dried Apricots,100g,241 cal,1012 kJ,https://images.albertsons-media.com/is/image/ABS/184740919
BakingIngredients,Dried Cranberries,100g,308 cal,1294 kJ,https://images.albertsons-media.com/is/image/ABS/960465220
BakingIngredients,Dried Figs,100g,249 cal,1046 kJ,https://images.albertsons-media.com/is/image/ABS/960422099
BakingIngredients,Dried Prunes,100g,107 cal,449 kJ,https://images.albertsons-media.com/is/image/ABS/960157373
BakingIngredients,Duck Egg,100g,185 cal,777 kJ,https://images.albertsons-media.com/is/image/ABS/960485239
BakingIngredients,Egg,100g,97 cal,407 kJ,https://images.albertsons-media.com/is/image/ABS/960304348
BakingIngredients,Egg Nog,100g,88 cal,370 kJ,https://images.albertsons-media.com/is/image/ABS/960056172
BakingIngredients,Egg White,100g,13 cal,55 kJ,https://images.albertsons-media.com/is/image/ABS/960037500
BakingIngredients,Egg Yolk,100g,322 cal,1352 kJ,https://images.albertsons-media.com/is/image/ABS/128250088
BakingIngredients,Evaporated Milk,100g,134 cal,563 kJ,https://images.albertsons-media.com/is/image/ABS/116010017
BakingIngredients,Flour,100g,364 cal,1529 kJ,https://images.albertsons-media.com/is/image/ABS/117100059
BakingIngredients,Fructose,100g,368 cal,1546 kJ,https://images.albertsons-media.com/is/image/ABS/960273666
BakingIngredients,Gelatin,100g,335 cal,1407 kJ,https://images.albertsons-media.com/is/image/ABS/960072439
BakingIngredients,Glucose,100g,286 cal,1201 kJ,https://images.albertsons-media.com/is/image/ABS/960283152
BakingIngredients,Glucose Syrup,100g,387 cal,1625 kJ,https://images.albertsons-media.com/is/image/ABS/970504436
BakingIngredients,Granulated Sugar,100g,387 cal,1625 kJ,https://images.albertsons-media.com/is/image/ABS/960041240
BakingIngredients,Ground Cinnamon,100g,247 cal,1037 kJ,https://images.albertsons-media.com/is/image/ABS/114150211
BakingIngredients,Hazelnuts,100g,628 cal,2638 kJ,https://images.albertsons-media.com/is/image/ABS/960460192
BakingIngredients,Heavy Cream,100g,345 cal,1449 kJ,https://images.albertsons-media.com/is/image/ABS/136150034
BakingIngredients,Jaggery,100g,383 cal,1609 kJ,
BakingIngredients,Lemon Pie Filling,100g,143 cal,601 kJ,https://images.albertsons-media.com/is/image/ABS/112020020
BakingIngredients,Malt Powder,100g,361 cal,1516 kJ,https://images.albertsons-media.com/is/image/ABS/119020015
BakingIngredients,Malted Milk,100g,405 cal,1701 kJ,https://images.albertsons-media.com/is/image/ABS/119020015
BakingIngredients,Maltitol,100g,210 cal,882 kJ,
BakingIngredients,Maltodextrin,100g,375 cal,1575 kJ,
BakingIngredients,Maltose,100g,344 cal,1445 kJ,https://images.albertsons-media.com/is/image/ABS/960416440
BakingIngredients,Maple Syrup,100ml,270 cal,1134 kJ,https://images.albertsons-media.com/is/image/ABS/960073177
BakingIngredients,Molasses,100g,290 cal,1218 kJ,https://images.albertsons-media.com/is/image/ABS/960156827
BakingIngredients,Nonpareils,100g,475 cal,1995 kJ,https://images.albertsons-media.com/is/image/ABS/960073539
BakingIngredients,Peppermint Extract,100ml,0 cal,0 kJ,https://images.albertsons-media.com/is/image/ABS/114010006
BakingIngredients,Poppy Seeds,100g,525 cal,2205 kJ,https://images.albertsons-media.com/is/image/ABS/960053688
BakingIngredients,Powdered Milk,100g,496 cal,2083 kJ,https://images.albertsons-media.com/is/image/ABS/960032423
BakingIngredients,Powdered Sugar,100g,389 cal,1634 kJ,https://images.albertsons-media.com/is/image/ABS/117300003
BakingIngredients,Protein Powder,100g,411 cal,1726 kJ,https://images.albertsons-media.com/is/image/ABS/960267339
BakingIngredients,Raisins,100g,474 cal,1991 kJ,https://images.albertsons-media.com/is/image/ABS/960068918
BakingIngredients,Rice Milk,100ml,49 cal,206 kJ,https://images.albertsons-media.com/is/image/ABS/116150051
BakingIngredients,Rock Sugar,100g,625 cal,2625 kJ,https://images.albertsons-media.com/is/image/ABS/970008769
BakingIngredients,Rolled Oats,100g,384 cal,1613 kJ,https://images.albertsons-media.com/is/image/ABS/960453745
BakingIngredients,Rum,100ml,246 cal,1033 kJ,https://images.albertsons-media.com/is/image/ABS/189030461
BakingIngredients,Semolina Flour,100g,350 cal,1470 kJ,https://images.albertsons-media.com/is/image/ABS/960564060
BakingIngredients,Sesame Seeds,100g,573 cal,2407 kJ,https://images.albertsons-media.com/is/image/ABS/960053683
BakingIngredients,Shredded Coconut,100g,501 cal,2104 kJ,https://images.albertsons-media.com/is/image/ABS/113400030
BakingIngredients,Sorbitol,100g,375 cal,1575 kJ,
BakingIngredients,Soy Milk,100ml,41 cal,172 kJ,https://images.albertsons-media.com/is/image/ABS/960041542
BakingIngredients,Soy Protein Powder,100g,338 cal,1420 kJ,https://images.albertsons-media.com/is/image/ABS/970123602
BakingIngredients,Sprinkles,100g,500 cal,2100 kJ,https://images.albertsons-media.com/is/image/ABS/960140754
BakingIngredients,Starch,100g,381 cal,1600 kJ,https://images.albertsons-media.com/is/image/ABS/113450003
BakingIngredients,Strawberry Preserves,100g,278 cal,1168 kJ,https://images.albertsons-media.com/is/image/ABS/104050234
BakingIngredients,Sucrose,100g,387 cal,1625 kJ,https://images.albertsons-media.com/is/image/ABS/117350010
BakingIngredients,Sugar,100g,405 cal,1701 kJ,https://images.albertsons-media.com/is/image/ABS/960041240
BakingIngredients,Sunflower Seeds,100g,117 cal,491 kJ,https://images.albertsons-media.com/is/image/ABS/109500199
BakingIngredients,Sweetened Condensed Milk,100ml,321 cal,1348 kJ,https://images.albertsons-media.com/is/image/ABS/116050001
BakingIngredients,Sweetener,100g,360 cal,1512 kJ,https://images.albertsons-media.com/is/image/ABS/960011791
BakingIngredients,Unsalted Butter,100g,717 cal,3011 kJ,https://images.albertsons-media.com/is/image/ABS/138250170
BakingIngredients,Vanilla Extract,100ml,288 cal,1210 kJ,https://images.albertsons-media.com/is/image/ABS/214010060
BakingIngredients,Vanilla Sugar,100g,357 cal,1499 kJ,https://images.albertsons-media.com/is/image/ABS/970106467
BakingIngredients,Vegetable Oil,100g,884 cal,3713 kJ,https://images.albertsons-media.com/is/image/ABS/960298595
BakingIngredients,Vegetable Shortening,100g,884 cal,3713 kJ,https://images.albertsons-media.com/is/image/ABS/970466952
BakingIngredients,Walnuts,100g,131 cal,550 kJ,https://images.albertsons-media.com/is/image/ABS/960460185
BakingIngredients,Whole Milk,100ml,61 cal,256 kJ,https://images.albertsons-media.com/is/image/ABS/960422628
BakingIngredients,Whole Wheat Flour,100g,340 cal,1428 kJ,https://images.albertsons-media.com/is/image/ABS/960075421
BakingIngredients,Xylitol,100g,240 cal,1008 kJ,https://images.albertsons-media.com/is/image/ABS/960164040
BakingIngredients,Yeast (dry),100g,325 cal,1365 kJ,https://images.albertsons-media.com/is/image/ABS/960569908
Fish&Seafood,Anchovy,100g,131 cal,550 kJ,https://images.albertsons-media.com/is/image/ABS/960008831
Fish&Seafood,Bluefish,100g,159 cal,668 kJ,https://images.albertsons-media.com/is/image/ABS/970500323
Fish&Seafood,Bream,100g,135 cal,567 kJ,
Fish&Seafood,Butterfish,100g,187 cal,785 kJ,
Fish&Seafood,Calamari,100g,175 cal,735 kJ,https://images.albertsons-media.com/is/image/ABS/960076433
Fish&Seafood,Carp,100g,162 cal,680 kJ,https://images.albertsons-media.com/is/image/ABS/960314983
Fish&Seafood,Caviar,100g,264 cal,1109 kJ,https://images.albertsons-media.com/is/image/ABS/123010507
Fish&Seafood,Clam,100g,148 cal,622 kJ,https://images.albertsons-media.com/is/image/ABS/960485357
Fish&Seafood,Cod,100g,105 cal,441 kJ,https://images.albertsons-media.com/is/image/ABS/960227381
Fish&Seafood,Crawfish,100g,82 cal,344 kJ,https://images.albertsons-media.com/is/image/ABS/960267474
Fish&Seafood,Crayfish,100g,87 cal,365 kJ,https://images.albertsons-media.com/is/image/ABS/960267474
Fish&Seafood,Eel,100g,236 cal,991 kJ,
Fish&Seafood,Fish Fingers,100g,290 cal,1218 kJ,https://images.albertsons-media.com/is/image/ABS/186930147
Fish&Seafood,Fish Sticks,100g,290 cal,1218 kJ,https://images.albertsons-media.com/is/image/ABS/186930039
Fish&Seafood,Flounder,100g,86 cal,361 kJ,
Fish&Seafood,Grouper,100g,118 cal,496 kJ,https://images.albertsons-media.com/is/image/ABS/960136416
Fish&Seafood,Haddock,100g,90 cal,378 kJ,https://images.albertsons-media.com/is/image/ABS/960024379
Fish&Seafood,Hake,100g,71 cal,298 kJ,
Fish&Seafood,Halibut,100g,111 cal,466 kJ,https://images.albertsons-media.com/is/image/ABS/960091091
Fish&Seafood,Herring,100g,203 cal,853 kJ,https://images.albertsons-media.com/is/image/ABS/960198132
Fish&Seafood,Hoki,100g,121 cal,508 kJ,https://images.albertsons-media.com/is/image/ABS/960090692
Fish&Seafood,Kipper,100g,217 cal,911 kJ,https://images.albertsons-media.com/is/image/ABS/960529188
Fish&Seafood,Ling,100g,109 cal,458 kJ,https://images.albertsons-media.com/is/image/ABS/960088433
Fish&Seafood,Lobster,100g,89 cal,374 kJ,https://images.albertsons-media.com/is/image/ABS/960027565
Fish&Seafood,Mackerel,100g,262 cal,1100 kJ,https://images.albertsons-media.com/is/image/ABS/123010190
Fish&Seafood,Milkfish,100g,190 cal,798 kJ,https://images.albertsons-media.com/is/image/ABS/960314983
Fish&Seafood,Monkfish,100g,97 cal,407 kJ,https://images.albertsons-media.com/is/image/ABS/186350028
Fish&Seafood,Mullet,100g,150 cal,630 kJ,
Fish&Seafood,Mussel,100g,172 cal,722 kJ,https://images.albertsons-media.com/is/image/ABS/960034667
Fish&Seafood,Octopus,100g,164 cal,689 kJ,https://images.albertsons-media.com/is/image/ABS/970505784
Fish&Seafood,Pickerel,100g,111 cal,466 kJ,
Fish&Seafood,Pickled Herring,100g,262 cal,1100 kJ,
Fish&Seafood,Pike,100g,113 cal,475 kJ,https://images.albertsons-media.com/is/image/ABS/960029942
Fish&Seafood,Plaice,100g,91 cal,382 kJ,https://images.albertsons-media.com/is/image/ABS/960038589
Fish&Seafood,Pollack,100g,111 cal,466 kJ,
Fish&Seafood,Red Snapper,100g,128 cal,538 kJ,https://images.albertsons-media.com/is/image/ABS/960024426
Fish&Seafood,Redfish,100g,94 cal,395 kJ,https://images.albertsons-media.com/is/image/ABS/960291347
Fish&Seafood,Rollmops,100g,171 cal,718 kJ,https://images.albertsons-media.com/is/image/ABS/970009731
Fish&Seafood,Salmon,100g,206 cal,865 kJ,https://images.albertsons-media.com/is/image/ABS/186190041
Fish&Seafood,Sardines,100g,208 cal,874 kJ,https://images.albertsons-media.com/is/image/ABS/970116156
Fish&Seafood,Scallops,100g,111 cal,466 kJ,https://images.albertsons-media.com/is/image/ABS/960306244
Fish&Seafood,Scampi,100g,84 cal,353 kJ,https://images.albertsons-media.com/is/image/ABS/186930309
Fish&Seafood,Sea Bass,100g,124 cal,521 kJ,https://images.albertsons-media.com/is/image/ABS/970026656
Fish&Seafood,Shad,100g,252 cal,1058 kJ,https://images.albertsons-media.com/is/image/ABS/960172698
Fish&Seafood,Shark,100g,130 cal,546 kJ,https://images.albertsons-media.com/is/image/ABS/970064048
Fish&Seafood,Smelt,100g,124 cal,521 kJ,https://images.albertsons-media.com/is/image/ABS/960024374
Fish&Seafood,Sole,100g,86 cal,361 kJ,https://images.albertsons-media.com/is/image/ABS/970309562
Fish&Seafood,Squid,100g,92 cal,386 kJ,https://images.albertsons-media.com/is/image/ABS/123010434
Fish&Seafood,Sturgeon,100g,135 cal,567 kJ,
Fish&Seafood,Sushi,100g,150 cal,630 kJ,https://images.albertsons-media.com/is/image/ABS/970071056
Fish&Seafood,Swordfish,100g,172 cal,722 kJ,https://images.albertsons-media.com/is/image/ABS/960322939
Fish&Seafood,Triggerfish,100g,93 cal,391 kJ,
Fish&Seafood,Trout,100g,190 cal,798 kJ,https://images.albertsons-media.com/is/image/ABS/960322941
Fish&Seafood,Tuna,100g,132 cal,554 kJ,https://images.albertsons-media.com/is/image/ABS/960017239
Fish&Seafood,Tuna Salad,100g,187 cal,785 kJ,https://images.albertsons-media.com/is/image/ABS/960158968
Fish&Seafood,Turbot,100g,122 cal,512 kJ,
Fish&Seafood,Wahoo,100g,167 cal,701 kJ,
Fish&Seafood,Whitefish,100g,172 cal,722 kJ,https://images.albertsons-media.com/is/image/ABS/127201358
Fish&Seafood,Whiting,100g,116 cal,487 kJ,https://images.albertsons-media.com/is/image/ABS/970020756
Fish&Seafood,Zander,100g,84 cal,353 kJ,
Herbs&Spices,Almond Extract,100ml,374 cal,1571 kJ,https://images.albertsons-media.com/is/image/ABS/960303530
Herbs&Spices,Anise,100g,337 cal,1415 kJ,https://images.albertsons-media.com/is/image/ABS/184410229
Herbs&Spices,Anise Seed,100g,337 cal,1415 kJ,https://images.albertsons-media.com/is/image/ABS/960225105
Herbs&Spices,Arrowroot,100g,65 cal,273 kJ,https://images.albertsons-media.com/is/image/ABS/960321346
Herbs&Spices,Arugula,100g,25 cal,105 kJ,https://images.albertsons-media.com/is/image/ABS/960032902
Herbs&Spices,Balsamic Vinegar,100ml,88 cal,370 kJ,https://images.albertsons-media.com/is/image/ABS/960471765
Herbs&Spices,Basil,100g,233 cal,979 kJ,https://images.albertsons-media.com/is/image/ABS/960433149
Herbs&Spices,Black Pepper,100g,251 cal,1054 kJ,https://images.albertsons-media.com/is/image/ABS/960136453
Herbs&Spices,Black Sesame Seeds,100g,573 cal,2407 kJ,https://images.albertsons-media.com/is/image/ABS/960539251
Herbs&Spices,Broth,100g,100 cal,420 kJ,https://images.albertsons-media.com/is/image/ABS/125250081
Herbs&Spices,Capers,100g,23 cal,97 kJ,https://images.albertsons-media.com/is/image/ABS/960277822
Herbs&Spices,Caraway Seeds,100g,333 cal,1399 kJ,https://images.albertsons-media.com/is/image/ABS/960053672
Herbs&Spices,Cardamom,100g,311 cal,1306 kJ,https://images.albertsons-media.com/is/image/ABS/214200690
Herbs&Spices,Cassava,100g,160 cal,672 kJ,https://images.albertsons-media.com/is/image/ABS/147010654
Herbs&Spices,Cayenne Pepper,100g,318 cal,1336 kJ,https://images.albertsons-media.com/is/image/ABS/114150331
Herbs&Spices,Chard,100g,19 cal,80 kJ,https://images.albertsons-media.com/is/image/ABS/184710336
Herbs&Spices,Chicory Greens,100g,23 cal,97 kJ,https://images.albertsons-media.com/is/image/ABS/970537915
Herbs&Spices,Chicory Roots,100g,72 cal,302 kJ,https://images.albertsons-media.com/is/image/ABS/960126787
Herbs&Spices,Chili,100g,282 cal,1184 kJ,https://images.albertsons-media.com/is/image/ABS/124050154
Herbs&Spices,Chili Powder,100g,282 cal,1184 kJ,https://images.albertsons-media.com/is/image/ABS/114150215
Herbs&Spices,Chives,100g,30 cal,126 kJ,https://images.albertsons-media.com/is/image/ABS/184410540
Herbs&Spices,Cider Vinegar,100ml,21 cal,88 kJ,https://images.albertsons-media.com/is/image/ABS/105450125
Herbs&Spices,Cilantro,100g,23 cal,97 kJ,https://images.albertsons-media.com/is/image/ABS/184410069
Herbs&Spices,Cinnamon,100g,247 cal,1037 kJ,https://images.albertsons-media.com/is/image/ABS/114150211
Herbs&Spices,Cloves,100g,274 cal,1151 kJ,https://images.albertsons-media.com/is/image/ABS/114150596
Herbs&Spices,Coriander,100g,23 cal,97 kJ,https://images.albertsons-media.com/is/image/ABS/960037907
Herbs&Spices,Cream of Tartar,100g,258 cal,1084 kJ,https://images.albertsons-media.com/is/image/ABS/960053603
Herbs&Spices,Cress,100g,32 cal,134 kJ,https://images.albertsons-media.com/is/image/ABS/184410392
Herbs&Spices,Crystallized Ginger,100g,335 cal,1407 kJ,https://images.albertsons-media.com/is/image/ABS/214200245
Herbs&Spices,Cumin,100g,375 cal,1575 kJ,https://images.albertsons-media.com/is/image/ABS/114150333
Herbs&Spices,Cumin Seed,100g,375 cal,1575 kJ,https://images.albertsons-media.com/is/image/ABS/114150563
Herbs&Spices,Curry,100g,325 cal,1365 kJ,https://images.albertsons-media.com/is/image/ABS/960324047
Herbs&Spices,Dandelion,100g,45 cal,189 kJ,https://images.albertsons-media.com/is/image/ABS/119030709
Herbs&Spices,Dill,100g,43 cal,181 kJ,https://images.albertsons-media.com/is/image/ABS/184710153
Herbs&Spices,Dill Weed,100g,43 cal,181 kJ,https://images.albertsons-media.com/is/image/ABS/960011257
Herbs&Spices,Fennel,100g,31 cal,130 kJ,https://images.albertsons-media.com/is/image/ABS/184410229
Herbs&Spices,Fennel Seed,100g,345 cal,1449 kJ,https://images.albertsons-media.com/is/image/ABS/960053674
Herbs&Spices,Fenugreek,100g,323 cal,1357 kJ,https://images.albertsons-media.com/is/image/ABS/960076658
Herbs&Spices,Garlic,100g,149 cal,626 kJ,https://images.albertsons-media.com/is/image/ABS/184390060
Herbs&Spices,Garlic Powder,100g,331 cal,1390 kJ,https://images.albertsons-media.com/is/image/ABS/114150336
Herbs&Spices,Garlic Salt,100g,0 cal,0 kJ,https://images.albertsons-media.com/is/image/ABS/114150192
Herbs&Spices,Ginger,100g,80 cal,336 kJ,https://images.albertsons-media.com/is/image/ABS/184540027
Herbs&Spices,Grape Leaves,100g,93 cal,391 kJ,https://images.albertsons-media.com/is/image/ABS/960430323
Herbs&Spices,Ground Ginger,100g,335 cal,1407 kJ,https://images.albertsons-media.com/is/image/ABS/960535380
Herbs&Spices,Horseradish,100g,48 cal,202 kJ,https://images.albertsons-media.com/is/image/ABS/138900053
Herbs&Spices,Hot Pepper,100g,318 cal,1336 kJ,https://images.albertsons-media.com/is/image/ABS/107100375
Herbs&Spices,Iodized Salt,100g,0 cal,0 kJ,https://images.albertsons-media.com/is/image/ABS/114100009
Herbs&Spices,Jalapeno,100g,13 cal,55 kJ,https://images.albertsons-media.com/is/image/ABS/184490015
Herbs&Spices,Juniper,100g,45 cal,189 kJ,https://images.albertsons-media.com/is/image/ABS/970023153
Herbs&Spices,Lemon Grass,100g,99 cal,416 kJ,https://images.albertsons-media.com/is/image/ABS/184410674
Herbs&Spices,Licorice,100g,375 cal,1575 kJ,https://images.albertsons-media.com/is/image/ABS/960272977
Herbs&Spices,Maggi,100ml,104 cal,437 kJ,https://images.albertsons-media.com/is/image/ABS/114151052
Herbs&Spices,Marjoram,100g,271 cal,1138 kJ,https://images.albertsons-media.com/is/image/ABS/960053686
Herbs&Spices,Minced Onion,100g,40 cal,168 kJ,https://images.albertsons-media.com/is/image/ABS/960306821
Herbs&Spices,Mint,100g,70 cal,294 kJ,https://images.albertsons-media.com/is/image/ABS/119031829
Herbs&Spices,Mustard Seed,100g,508 cal,2134 kJ,https://images.albertsons-media.com/is/image/ABS/960225364
Herbs&Spices,Nutmeg,100g,525 cal,2205 kJ,https://images.albertsons-media.com/is/image/ABS/114150166
Herbs&Spices,Okra,100g,33 cal,139 kJ,https://images.albertsons-media.com/is/image/ABS/960168250
Herbs&Spices,Onion,100g,40 cal,168 kJ,https://images.albertsons-media.com/is/image/ABS/184450054
Herbs&Spices,Onion Powder,100g,341 cal,1432 kJ,https://images.albertsons-media.com/is/image/ABS/114150352
Herbs&Spices,Orange Peel,100g,97 cal,407 kJ,https://images.albertsons-media.com/is/image/ABS/214200227
Herbs&Spices,Oregano,100g,265 cal,1113 kJ,https://images.albertsons-media.com/is/image/ABS/960053604
Herbs&Spices,Paprika,100g,282 cal,1184 kJ,https://images.albertsons-media.com/is/image/ABS/114150334
Herbs&Spices,Parsley,100g,36 cal,151 kJ,https://images.albertsons-media.com/is/image/ABS/184410046
Herbs&Spices,Parsnip,100g,75 cal,315 kJ,https://images.albertsons-media.com/is/image/ABS/184540064
Herbs&Spices,Pepper,100g,251 cal,1054 kJ,https://images.albertsons-media.com/is/image/ABS/184480039
Herbs&Spices,Poppy Seed,100g,525 cal,2205 kJ,https://images.albertsons-media.com/is/image/ABS/960053688
Herbs&Spices,Poultry Seasoning,100g,307 cal,1289 kJ,https://images.albertsons-media.com/is/image/ABS/114150130
